timestamp,corridor_id,hour,day_of_week,is_weekend,is_holiday,is_peak_hour,elevation_slope_deg,lane_isolation_score,turning_conflicts,passenger_density,weather_impact,delay_minutes,delay_lag_15m,delay_lag_30m
2026-08-01 02:30:00,momyshuly-01,2,5,1,0,0,3.5487757270928464,0.6687986713464573,1,32.34199201211571,clear,5.79,7.18,9.72
2026-08-01 02:30:00,tole-bi-01,2,5,1,0,0,2.514164760087046,0.9518652552718254,5,30.05785760157503,clear,6.88,5.6,4.85
2026-08-01 02:30:00,abylai-khan-01,2,5,1,0,0,1.1593584983615384,0.8761656686708487,7,29.45111094404676,clear,7.62,5.97,5.05
2026-08-01 02:45:00,tole-bi-01,2,5,1,0,0,2.218622727175212,0.7963138176447772,1,36.55358503645593,clear,4.21,6.88,5.6
2026-08-01 02:45:00,abylai-khan-01,2,5,1,0,0,1.2615979422575496,0.8887616723911943,7,33.83967228258321,snow,12.62,7.62,5.97
2026-08-01 02:45:00,momyshuly-01,2,5,1,0,0,3.712897229272089,0.9749373285358117,4,22.725294254077774,snow,9.85,5.79,7.18
2026-08-01 03:00:00,abylai-khan-01,3,5,1,0,0,1.1159843523037472,0.6098701645731709,3,10.0,snow,9.93,12.62,7.62
2026-08-01 03:00:00,momyshuly-01,3,5,1,0,0,3.517551878430876,0.7998807438785134,6,20.08694276352036,rain,10.25,9.85,5.79
2026-08-01 03:00:00,tole-bi-01,3,5,1,0,0,2.288605254234512,0.8537284796872815,5,18.332576997672202,clear,6.49,4.21,6.88
2026-08-01 03:15:00,abylai-khan-01,3,5,1,0,0,1.2743254171203442,0.6191118201899685,2,20.348423243418836,snow,9.48,9.93,12.62
2026-08-01 03:15:00,momyshuly-01,3,5,1,0,0,3.65431542683052,0.8394042538726337,5,10.0,snow,10.18,10.25,9.85
2026-08-01 03:15:00,tole-bi-01,3,5,1,0,0,2.36505927878247,0.6611846556683311,5,24.15308847129561,clear,7.63,6.49,4.21
2026-08-01 03:30:00,momyshuly-01,3,5,1,0,0,3.6116685809140727,0.9134357083862078,2,11.792679720288707,clear,4.34,10.18,10.25
2026-08-01 03:30:00,tole-bi-01,3,5,1,0,0,2.23344902927113,0.9107687610041698,1,17.70702921002341,clear,2.19,7.63,6.49
2026-08-01 03:30:00,abylai-khan-01,3,5,1,0,0,1.223216132306672,0.6144242221985617,2,25.162656390853456,rain,7.37,9.48,9.93
2026-08-01 03:45:00,tole-bi-01,3,5,1,0,0,2.321868859672901,0.8825551519246035,6,21.325529961897608,clear,6.88,2.19,7.63
2026-08-01 03:45:00,abylai-khan-01,3,5,1,0,0,1.2871428777948188,0.9007947552673445,6,23.45301600703401,rain,9.35,7.37,9.48
2026-08-01 03:45:00,momyshuly-01,3,5,1,0,0,3.6223595548774683,0.6978913490862801,1,28.943741128205957,clear,4.81,4.34,10.18
2026-08-01 04:00:00,tole-bi-01,4,5,1,0,0,2.3678913563071893,0.7574381821973717,7,33.700843142352184,clear,7.04,6.88,2.19
2026-08-01 04:00:00,abylai-khan-01,4,5,1,0,0,1.2067579069488892,0.6479003308828876,6,16.97739149911467,clear,8.76,9.35,7.37
2026-08-01 04:00:00,momyshuly-01,4,5,1,0,0,3.6289119398689986,0.6955563800937866,4,21.470059054325613,rain,10.62,4.81,4.34
2026-08-01 04:15:00,abylai-khan-01,4,5,1,0,0,1.0542844180144333,0.7277746558147145,3,25.19499887510694,clear,4.31,8.76,9.35
2026-08-01 04:15:00,momyshuly-01,4,5,1,0,0,3.56803287836427,0.6700159552387247,5,24.299224685130767,clear,8.25,10.62,4.81
2026-08-01 04:15:00,tole-bi-01,4,5,1,0,0,2.363128822583854,0.721115868590972,2,21.720553380460167,rain,8.36,7.04,6.88
2026-08-01 04:30:00,momyshuly-01,4,5,1,0,0,3.5724857748773315,0.9135574459262423,1,23.34416862578394,clear,4.23,8.25,10.62
2026-08-01 04:30:00,tole-bi-01,4,5,1,0,0,2.2529627345707204,0.6754847192284573,5,31.400044482398165,clear,6.74,8.36,7.04
2026-08-01 04:30:00,abylai-khan-01,4,5,1,0,0,1.1361122151756657,0.9605881599168641,3,10.0,clear,3.75,4.31,8.76
2026-08-01 04:45:00,momyshuly-01,4,5,1,0,0,3.696827835459148,0.6955690851169296,2,10.0,clear,5.48,4.23,8.25
2026-08-01 04:45:00,tole-bi-01,4,5,1,0,0,2.4494941311234393,0.7377910813965749,5,23.89928807219387,snow,10.9,6.74,8.36
2026-08-01 04:45:00,abylai-khan-01,4,5,1,0,0,1.1134168884306757,0.9790574157923843,5,18.118166139760273,clear,5.79,3.75,4.31
2026-08-01 05:00:00,momyshuly-01,5,5,1,0,0,3.6162753065105004,0.7771545480814507,4,33.42364327938979,clear,5.5,5.48,4.23
2026-08-01 05:00:00,abylai-khan-01,5,5,1,0,0,1.1665114970014225,0.9254101245738282,4,14.315513898480202,clear,4.87,5.79,3.75
2026-08-01 05:00:00,tole-bi-01,5,5,1,0,0,2.1317130228384196,0.7627281813800203,5,19.51203111381093,rain,10.5,10.9,6.74
2026-08-01 05:15:00,abylai-khan-01,5,5,1,0,0,1.2711226579792854,0.7474141870485953,3,13.636121380045921,clear,6.53,4.87,5.79
2026-08-01 05:15:00,tole-bi-01,5,5,1,0,0,2.3586222331359274,0.6938501291632584,1,23.002330958622988,clear,3.2,10.5,10.9
2026-08-01 05:15:00,momyshuly-01,5,5,1,0,0,3.6793347235199927,0.8002884289498726,3,10.0,rain,7.88,5.5,5.48
2026-08-01 05:30:00,abylai-khan-01,5,5,1,0,0,1.1537648207335431,0.7622425998326093,6,25.56919354994917,rain,9.45,6.53,4.87
2026-08-01 05:30:00,tole-bi-01,5,5,1,0,0,2.265127492775156,0.8482577534641349,6,24.724941457747,clear,7.73,3.2,10.5
2026-08-01 05:30:00,momyshuly-01,5,5,1,0,0,3.6857975881257157,0.7725217324479897,7,18.273785190771672,clear,10.3,7.88,5.5
2026-08-01 05:45:00,abylai-khan-01,5,5,1,0,0,1.0724313676662078,0.8141389193669647,3,17.213835772293482,clear,5.66,9.45,6.53
2026-08-01 05:45:00,tole-bi-01,5,5,1,0,0,2.2808695675118384,0.7055774451205701,4,24.829403857244866,clear,5.2,7.73,3.2
2026-08-01 05:45:00,momyshuly-01,5,5,1,0,0,3.486671278599652,0.6877824935078185,4,28.537722201345293,rain,10.86,10.3,7.88
2026-08-01 06:00:00,abylai-khan-01,6,5,1,0,0,1.2497160744053764,0.8989468281065205,5,10.0,clear,5.84,5.66,9.45
2026-08-01 06:00:00,tole-bi-01,6,5,1,0,0,2.208054771399839,0.9470104872432303,6,27.941478686164242,snow,11.63,5.2,7.73
2026-08-01 06:00:00,momyshuly-01,6,5,1,0,0,3.6142425736070565,0.7641115953656736,5,10.0,clear,7.17,10.86,10.3
2026-08-01 06:15:00,tole-bi-01,6,5,1,0,0,2.3690485354067765,0.8988911388131391,4,36.25025378434823,clear,5.05,11.63,5.2
2026-08-01 06:15:00,momyshuly-01,6,5,1,0,0,3.6158539691076714,0.7377956890569586,7,10.0,snow,13.57,7.17,10.86
2026-08-01 06:15:00,abylai-khan-01,6,5,1,0,0,1.1572747353663466,0.6027983767237491,5,27.45757080021672,clear,7.72,5.84,5.66
2026-08-01 06:30:00,momyshuly-01,6,5,1,0,0,3.645677523755741,0.8994925910841356,6,10.861476865013795,clear,7.19,13.57,7.17
2026-08-01 06:30:00,tole-bi-01,6,5,1,0,0,2.3625590393967335,0.7761204592587154,5,10.0,clear,6.89,5.05,11.63
2026-08-01 06:30:00,abylai-khan-01,6,5,1,0,0,1.169065346027976,0.7879194030182789,3,21.662176524880973,clear,5.3,7.72,5.84
2026-08-01 06:45:00,momyshuly-01,6,5,1,0,0,3.561826210600167,0.7402399398111499,7,19.276492889082277,clear,9.69,7.19,13.57
2026-08-01 06:45:00,tole-bi-01,6,5,1,0,0,2.2338074058933346,0.9851229710246855,7,17.466340896601206,clear,8.61,6.89,5.05
2026-08-01 06:45:00,abylai-khan-01,6,5,1,0,0,1.1636946153434928,0.7519988521771213,6,19.62176648319394,rain,9.29,5.3,7.72
2026-08-01 07:00:00,tole-bi-01,7,5,1,0,1,2.180416035441096,0.8442060906321585,2,94.01230625425994,snow,15.81,8.61,6.89
2026-08-01 07:00:00,abylai-khan-01,7,5,1,0,1,1.248697248078558,0.7125014456766315,3,99.67804991300403,clear,13.34,9.29,5.3
2026-08-01 07:00:00,momyshuly-01,7,5,1,0,1,3.553059765979728,0.6565401335260757,2,81.16865717734272,rain,15.04,9.69,7.19
2026-08-01 07:15:00,abylai-khan-01,7,5,1,0,1,1.2480746658905908,0.9238119827236089,6,88.1107692398686,clear,14.31,13.34,9.29
2026-08-01 07:15:00,momyshuly-01,7,5,1,0,1,3.6446531176029944,0.9833998212096511,5,98.05184091554176,clear,12.82,15.04,9.69
2026-08-01 07:15:00,tole-bi-01,7,5,1,0,1,2.3012494118727687,0.9846163481968795,3,75.95472668957407,clear,11.14,15.81,8.61
2026-08-01 07:30:00,abylai-khan-01,7,5,1,0,1,1.1901514515490577,0.6071236859878683,6,91.80287113611371,snow,18.62,14.31,13.34
2026-08-01 07:30:00,momyshuly-01,7,5,1,0,1,3.5576701687955845,0.7749046302952426,2,78.30291525972704,rain,14.68,12.82,15.04
2026-08-01 07:30:00,tole-bi-01,7,5,1,0,1,2.3665385108972785,0.6871331514735667,1,81.77427874928284,clear,11.02,11.14,15.81
2026-08-01 07:45:00,abylai-khan-01,7,5,1,0,1,1.031266556604197,0.6553301355487036,4,75.70446174159875,clear,12.45,18.62,14.31
2026-08-01 07:45:00,tole-bi-01,7,5,1,0,1,2.29202817890936,0.9734435851966325,2,85.17017094480099,clear,11.12,11.02,11.14
2026-08-01 07:45:00,momyshuly-01,7,5,1,0,1,3.455288752757691,0.6468742091338393,2,85.08665648383398,clear,12.3,14.68,12.82
2026-08-01 08:00:00,tole-bi-01,8,5,1,0,1,2.1677300387645597,0.6275811136983368,7,84.0683601702752,clear,15.62,11.12,11.02
2026-08-01 08:00:00,momyshuly-01,8,5,1,0,1,3.639977422672344,0.9143706135334155,2,99.22449286951618,clear,12.27,12.3,14.68
2026-08-01 08:00:00,abylai-khan-01,8,5,1,0,1,1.1002753172398518,0.9060071995727899,2,89.86498319329661,clear,10.85,12.45,18.62
2026-08-01 08:15:00,tole-bi-01,8,5,1,0,1,2.2094520944639937,0.8781504222653855,6,81.88883663272526,clear,14.78,15.62,11.12
2026-08-01 08:15:00,momyshuly-01,8,5,1,0,1,3.7299228297786065,0.8893153343260816,6,83.38316888656338,clear,14.82,12.27,12.3
2026-08-01 08:15:00,abylai-khan-01,8,5,1,0,1,1.162183744596061,0.6213167380489344,3,69.00216682123445,snow,16.63,10.85,12.45
2026-08-01 08:30:00,tole-bi-01,8,5,1,0,1,2.264373602893857,0.7794515233846748,5,87.39454098790743,rain,14.13,14.78,15.62
2026-08-01 08:30:00,momyshuly-01,8,5,1,0,1,3.5066382319990126,0.7180504041938408,5,83.74061751771795,clear,15.18,14.82,12.27
2026-08-01 08:30:00,abylai-khan-01,8,5,1,0,1,1.2737515568467086,0.6631577687746419,2,86.6152007060539,snow,15.78,16.63,10.85
2026-08-01 08:45:00,tole-bi-01,8,5,1,0,1,2.279456244213237,0.8004587359731844,4,96.90171952637081,clear,13.14,14.13,14.78
2026-08-01 08:45:00,momyshuly-01,8,5,1,0,1,3.566096692409944,0.987899690696637,6,84.16162987904427,clear,14.16,15.18,14.82
2026-08-01 08:45:00,abylai-khan-01,8,5,1,0,1,1.1049977945089418,0.7318605889078724,1,86.08971631894252,clear,10.7,15.78,16.63
2026-08-01 09:00:00,tole-bi-01,9,5,1,0,1,2.3840308137457393,0.7898966966828798,7,78.77835098535223,clear,15.13,13.14,14.13
2026-08-01 09:00:00,abylai-khan-01,9,5,1,0,1,1.027267957680765,0.7488602041008574,7,71.02631450127043,clear,15.14,10.7,15.78
2026-08-01 09:00:00,momyshuly-01,9,5,1,0,1,3.643442364354586,0.8692661715872146,1,87.6338554905435,clear,12.12,14.16,15.18
2026-08-01 09:15:00,abylai-khan-01,9,5,1,0,1,1.1405850044303205,0.600975712162107,6,76.52535572057462,rain,15.04,15.14,10.7
2026-08-01 09:15:00,momyshuly-01,9,5,1,0,1,3.4553942145611547,0.8473894793202972,3,84.64502112358547,clear,13.11,12.12,14.16
2026-08-01 09:15:00,tole-bi-01,9,5,1,0,1,2.3237735602332275,0.8602180227423659,2,86.96334319893884,clear,10.37,15.13,13.14
2026-08-01 09:30:00,abylai-khan-01,9,5,1,0,1,1.1470507290936198,0.7500934566351687,3,80.0039958047266,clear,10.27,15.04,15.14
2026-08-01 09:30:00,momyshuly-01,9,5,1,0,1,3.6232676211354704,0.8825395562939378,2,78.65351429480613,clear,11.64,13.11,12.12
2026-08-01 09:30:00,tole-bi-01,9,5,1,0,1,2.3072129507713868,0.6975075899076135,5,83.84918853178308,rain,17.18,10.37,15.13
2026-08-01 09:45:00,momyshuly-01,9,5,1,0,1,3.5760644372526977,0.6669641407348496,1,80.27205126857793,clear,14.02,11.64,13.11
2026-08-01 09:45:00,tole-bi-01,9,5,1,0,1,2.302185214552344,0.8229544884042783,5,88.24065336883885,clear,15.59,17.18,10.37
2026-08-01 09:45:00,abylai-khan-01,9,5,1,0,1,1.3601778891320915,0.7474620576620388,2,83.1935063875972,rain,13.14,10.27,15.04
2026-08-01 10:00:00,tole-bi-01,10,5,1,0,0,2.1976502507378135,0.8021928748991013,4,13.10662379410478,clear,5.22,15.59,17.18
2026-08-01 10:00:00,abylai-khan-01,10,5,1,0,0,1.2179275634956315,0.7277464094028813,2,18.960119473899713,clear,3.88,13.14,10.27
2026-08-01 10:00:00,momyshuly-01,10,5,1,0,0,3.6219996683971765,0.9651711233632301,2,27.395868550958156,clear,4.62,14.02,11.64
2026-08-01 10:15:00,tole-bi-01,10,5,1,0,0,2.4359187575240435,0.8137386561156202,6,21.653120593707868,clear,6.65,5.22,15.59
2026-08-01 10:15:00,abylai-khan-01,10,5,1,0,0,1.2835111245914579,0.946385597668165,4,18.103023824202907,clear,3.58,3.88,13.14
2026-08-01 10:15:00,momyshuly-01,10,5,1,0,0,3.635687105914951,0.7560724113934045,4,22.467923396547363,clear,7.08,4.62,14.02
2026-08-01 10:30:00,tole-bi-01,10,5,1,0,0,2.446330289121956,0.9309748655151842,2,30.915080117340803,clear,4.85,6.65,5.22
2026-08-01 10:30:00,momyshuly-01,10,5,1,0,0,3.5360248467250255,0.719247610227206,3,22.081607852582867,clear,6.25,7.08,4.62
2026-08-01 10:30:00,abylai-khan-01,10,5,1,0,0,1.081123694567715,0.6226147608688314,2,23.92331228144106,clear,4.34,3.58,3.88
2026-08-01 10:45:00,momyshuly-01,10,5,1,0,0,3.462331385244369,0.9675448981292476,1,21.47254256615618,clear,3.97,6.25,7.08
2026-08-01 10:45:00,abylai-khan-01,10,5,1,0,0,1.1610190196844232,0.6126600722859495,4,18.735890107821312,clear,6.99,4.34,3.58
2026-08-01 10:45:00,tole-bi-01,10,5,1,0,0,2.2073424058594475,0.6312703732178797,3,25.108236034079077,clear,7.45,4.85,6.65
2026-08-01 11:00:00,momyshuly-01,11,5,1,0,0,3.4529193705497345,0.8129971237647332,6,22.74268681909875,clear,8.55,3.97,6.25
2026-08-01 11:00:00,abylai-khan-01,11,5,1,0,0,1.1777777302901227,0.8500440257873882,3,10.0,clear,2.96,6.99,4.34
2026-08-01 11:00:00,tole-bi-01,11,5,1,0,0,2.36351509468144,0.8867474977598719,7,16.088356608965235,clear,8.19,7.45,4.85
2026-08-01 11:15:00,momyshuly-01,11,5,1,0,0,3.683812656789438,0.9306319178960413,1,28.28656854881413,rain,6.92,8.55,3.97
2026-08-01 11:15:00,abylai-khan-01,11,5,1,0,0,1.2313513847450195,0.8554761525545813,4,17.69829633383796,clear,4.95,2.96,6.99
2026-08-01 11:15:00,tole-bi-01,11,5,1,0,0,2.1984420918792456,0.8278216144867367,3,22.77344067548429,clear,5.37,8.19,7.45
2026-08-01 11:30:00,momyshuly-01,11,5,1,0,0,3.6414409433276,0.712391220731894,6,14.423073233158428,clear,9.9,6.92,8.55
2026-08-01 11:30:00,abylai-khan-01,11,5,1,0,0,1.491386246600733,0.8994323052443529,1,10.0,clear,1.81,4.95,2.96
2026-08-01 11:30:00,tole-bi-01,11,5,1,0,0,2.4996730891691783,0.8387554223182113,5,14.227173433106937,clear,6.55,5.37,8.19
2026-08-01 11:45:00,momyshuly-01,11,5,1,0,0,3.6267711462343835,0.7546306381109262,7,13.983377042355034,snow,12.05,9.9,6.92
2026-08-01 11:45:00,tole-bi-01,11,5,1,0,0,2.2010461879968135,0.9907046951265889,7,10.0,clear,7.88,6.55,5.37
2026-08-01 11:45:00,abylai-khan-01,11,5,1,0,0,0.9867953719268691,0.6127588833748115,3,22.7042908439254,snow,9.64,1.81,4.95
2026-08-01 12:00:00,tole-bi-01,12,5,1,0,0,2.2187058904689674,0.9528198206014815,5,27.877513539966223,clear,4.55,7.88,6.55
2026-08-01 12:00:00,abylai-khan-01,12,5,1,0,0,1.1584642739820314,0.672209185074476,1,27.710390420475683,clear,5.79,9.64,1.81
2026-08-01 12:00:00,momyshuly-01,12,5,1,0,0,3.5387903200940194,0.6565352371734632,2,12.600207254094961,clear,5.71,12.05,9.9
2026-08-01 12:15:00,tole-bi-01,12,5,1,0,0,2.285920911358361,0.7461723067599654,5,13.535145093957487,clear,7.49,4.55,7.88
2026-08-01 12:15:00,abylai-khan-01,12,5,1,0,0,1.3065980230787644,0.771277880206731,5,24.275517221469215,clear,5.8,5.79,9.64
2026-08-01 12:15:00,momyshuly-01,12,5,1,0,0,3.6157048567445345,0.9733576242646911,1,27.838718251583924,clear,4.22,5.71,12.05
2026-08-01 12:30:00,abylai-khan-01,12,5,1,0,0,1.0964346247174188,0.7856358550762057,6,22.253366960236466,clear,7.2,5.8,5.79
2026-08-01 12:30:00,momyshuly-01,12,5,1,0,0,3.4325317055295645,0.9891900403526412,1,10.0,clear,3.74,4.22,5.71
2026-08-01 12:30:00,tole-bi-01,12,5,1,0,0,2.284136516296131,0.9344478138835284,5,10.0,clear,5.79,7.49,4.55
2026-08-01 12:45:00,momyshuly-01,12,5,1,0,0,3.7767929913579885,0.6984227921947301,5,44.07816106735489,clear,8.97,3.74,4.22
2026-08-01 12:45:00,tole-bi-01,12,5,1,0,0,2.2513692090926667,0.8569113616636257,7,15.611871120809907,clear,7.15,5.79,7.49
2026-08-01 12:45:00,abylai-khan-01,12,5,1,0,0,1.194621744918168,0.9494634927927565,4,28.749254463169848,rain,6.69,7.2,5.8
2026-08-01 13:00:00,momyshuly-01,13,5,1,0,0,3.5500704401460847,0.6035520773065796,4,15.892062604679468,clear,7.46,8.97,3.74
2026-08-01 13:00:00,tole-bi-01,13,5,1,0,0,2.3130274521472884,0.7955856297199931,1,18.089409326808262,rain,4.85,7.15,5.79
2026-08-01 13:00:00,abylai-khan-01,13,5,1,0,0,1.2982739511023058,0.6118868853425733,5,10.023072973039637,clear,6.04,6.69,7.2
2026-08-01 13:15:00,momyshuly-01,13,5,1,0,0,3.527477393546425,0.819123294844327,2,12.601410592161562,snow,9.22,7.46,8.97
2026-08-01 13:15:00,abylai-khan-01,13,5,1,0,0,1.1034883237767628,0.6473174489862402,6,14.638070083688993,clear,8.5,6.04,6.69
2026-08-01 13:15:00,tole-bi-01,13,5,1,0,0,2.1815056233582975,0.8821812883757858,3,20.528557504322436,clear,5.43,4.85,7.15
2026-08-01 13:30:00,abylai-khan-01,13,5,1,0,0,1.1178613320775614,0.6128938344918556,4,23.164618129801937,clear,4.85,8.5,6.04
2026-08-01 13:30:00,momyshuly-01,13,5,1,0,0,3.6838489203736344,0.7794965596582728,6,18.64472848754923,clear,8.73,9.22,7.46
2026-08-01 13:30:00,tole-bi-01,13,5,1,0,0,2.512846973243516,0.878402992884008,1,16.58519994822125,snow,8.22,5.43,4.85
2026-08-01 13:45:00,abylai-khan-01,13,5,1,0,0,1.2931573012874245,0.95589239514194,7,14.63950000251365,snow,11.04,4.85,8.5
2026-08-01 13:45:00,momyshuly-01,13,5,1,0,0,3.6384950966105865,0.7196920402406626,5,16.68913160263654,clear,8.29,8.73,9.22
2026-08-01 13:45:00,tole-bi-01,13,5,1,0,0,2.2097072821912973,0.8736607747943359,1,12.947177599255738,clear,2.77,8.22,5.43
2026-08-01 14:00:00,momyshuly-01,14,5,1,0,0,3.5345212304570612,0.8602540288327417,1,25.149088004829924,clear,5.42,8.29,8.73
2026-08-01 14:00:00,tole-bi-01,14,5,1,0,0,2.2843362102341906,0.9896866118737321,7,12.004588819326262,rain,9.86,2.77,8.22
2026-08-01 14:00:00,abylai-khan-01,14,5,1,0,0,1.1959237473864566,0.937816599863879,4,14.342840028897882,clear,3.62,11.04,4.85
2026-08-01 14:15:00,tole-bi-01,14,5,1,0,0,2.344607220148208,0.7567702028984524,2,18.157432310196075,clear,4.9,9.86,2.77
2026-08-01 14:15:00,abylai-khan-01,14,5,1,0,0,1.154501651965922,0.8844441504797994,4,10.0,rain,8.04,3.62,11.04
2026-08-01 14:15:00,momyshuly-01,14,5,1,0,0,3.477439423623275,0.9264773076281414,5,28.199589592519793,clear,8.55,5.42,8.29
2026-08-01 14:30:00,tole-bi-01,14,5,1,0,0,2.1722062425680377,0.7213199499546229,6,23.333758558280575,clear,9.24,4.9,9.86
2026-08-01 14:30:00,abylai-khan-01,14,5,1,0,0,1.217258791772212,0.9971320259628117,6,10.0,clear,4.67,8.04,3.62
2026-08-01 14:30:00,momyshuly-01,14,5,1,0,0,3.7579091256410435,0.9634477479018556,6,17.076967951088825,clear,8.04,8.55,5.42
2026-08-01 14:45:00,abylai-khan-01,14,5,1,0,0,1.1881361673890116,0.889131966310158,1,25.415245672637056,rain,6.51,4.67,8.04
2026-08-01 14:45:00,momyshuly-01,14,5,1,0,0,3.6285826139602544,0.8096035578475127,4,17.02678219161876,clear,8.01,8.04,8.55
2026-08-01 14:45:00,tole-bi-01,14,5,1,0,0,2.3159991613573436,0.7942005761371691,5,13.663209367537693,clear,5.45,9.24,4.9
2026-08-01 15:00:00,momyshuly-01,15,5,1,0,0,3.5589072769166266,0.609289022062817,6,10.0,rain,11.4,8.01,8.04
2026-08-01 15:00:00,tole-bi-01,15,5,1,0,0,2.4306001741706824,0.9043722208788105,6,19.41781332891231,snow,12.42,5.45,9.24
2026-08-01 15:00:00,abylai-khan-01,15,5,1,0,0,1.2219382501363856,0.9307928815511926,6,18.486444641261944,clear,6.04,6.51,4.67
2026-08-01 15:15:00,momyshuly-01,15,5,1,0,0,3.7535755991995994,0.9670454530529398,5,14.020931191601058,snow,11.22,11.4,8.01
2026-08-01 15:15:00,tole-bi-01,15,5,1,0,0,2.4106288710059887,0.6316528118802597,1,31.243169343657243,snow,9.19,12.42,5.45
2026-08-01 15:15:00,abylai-khan-01,15,5,1,0,0,1.2428756438461612,0.7345869663506908,4,25.298640457468156,clear,6.02,6.04,6.51
2026-08-01 15:30:00,tole-bi-01,15,5,1,0,0,2.3183234437221905,0.7593094332573559,2,21.53489536796274,clear,3.43,9.19,12.42
2026-08-01 15:30:00,abylai-khan-01,15,5,1,0,0,1.0775530968279499,0.9550048860807697,3,27.792943318779102,clear,3.77,6.02,6.04
2026-08-01 15:30:00,momyshuly-01,15,5,1,0,0,3.4631840800754334,0.7849735650527012,1,20.445928102060734,clear,6.69,11.22,11.4
2026-08-01 15:45:00,abylai-khan-01,15,5,1,0,0,1.3723665720783296,0.9602580732249981,1,43.34280673534245,clear,3.85,3.77,6.02
2026-08-01 15:45:00,momyshuly-01,15,5,1,0,0,3.58204807867174,0.824268307567471,7,18.991026112708933,rain,11.13,6.69,11.22
2026-08-01 15:45:00,tole-bi-01,15,5,1,0,0,2.465092793223125,0.7155411681246293,2,32.454033493344724,clear,5.6,3.43,9.19
2026-08-01 16:00:00,abylai-khan-01,16,5,1,0,0,1.3461444292242202,0.6177628014511267,3,12.084725983834206,clear,5.41,3.85,3.77
